arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
-0.29700,0.09513,1.26037,-0.40897,-1.04779,0.09255,0.65355,-0.12947,-0.47749,-0.00465,0.16112,0.03672,0.98624,1739065602
-0.29686,0.09541,1.26007,-0.40890,-1.04779,0.09254,0.65357,-0.12939,-0.47758,-0.00465,0.16111,0.03676,0.98624,1739065602
-0.29664,0.09168,1.26284,-0.40898,-1.04721,0.09254,0.65408,-0.12940,-0.47612,-0.00486,0.16094,0.03685,0.98626,1739065602
-0.29859,0.02073,1.33239,-0.43270,-1.00906,0.09714,0.65274,-0.12826,-0.45900,-0.00808,0.17984,0.04455,0.98265,1739065602
-0.29753,0.00286,1.34617,-0.43504,-0.98508,0.10279,0.65296,-0.12836,-0.45598,-0.00728,0.18985,0.04424,0.98079,1739065602
-0.29588,-0.01790,1.35973,-0.43704,-0.95707,0.10800,0.65413,-0.12865,-0.45164,-0.00737,0.20033,0.04367,0.97873,1739065603
-0.29469,-0.03736,1.37239,-0.44067,-0.93372,0.11440,0.65519,-0.12881,-0.44703,-0.00699,0.20879,0.04367,0.97696,1739065603
-0.29326,-0.05796,1.38496,-0.44434,-0.90864,0.12081,0.65648,-0.12901,-0.44190,-0.00695,0.21750,0.04354,0.97506,1739065603
-0.29202,-0.07905,1.39633,-0.44889,-0.88253,0.12774,0.65819,-0.12945,-0.43618,-0.00721,0.22594,0.04339,0.97315,1739065603
-0.29065,-0.09651,1.40374,-0.45402,-0.85658,0.13856,0.65997,-0.12981,-0.43151,-0.00584,0.23424,0.04296,0.97121,1739065603
-0.28896,-0.11702,1.41274,-0.46186,-0.83081,0.14943,0.66212,-0.12975,-0.42529,-0.00546,0.24187,0.04363,0.96931,1739065604
-0.28776,-0.13630,1.42171,-0.46664,-0.80903,0.15695,0.66398,-0.13019,-0.41910,-0.00564,0.24791,0.04331,0.96780,1739065604
-0.28614,-0.15568,1.42838,-0.47540,-0.78037,0.16789,0.66607,-0.13040,-0.41323,-0.00597,0.25636,0.04365,0.96558,1739065604
-0.28467,-0.17419,1.43451,-0.48313,-0.75335,0.18024,0.66803,-0.13081,-0.40742,-0.00535,0.26413,0.04320,0.96350,1739065604
-0.28274,-0.19205,1.43911,-0.49262,-0.72452,0.19016,0.67009,-0.13095,-0.40178,-0.00678,0.27236,0.04358,0.96119,1739065604
-0.28096,-0.20987,1.44412,-0.50122,-0.69822,0.20573,0.67206,-0.13118,-0.39579,-0.00519,0.27962,0.04274,0.95914,1739065605
-0.27919,-0.22416,1.44751,-0.50956,-0.67418,0.21457,0.67350,-0.13124,-0.39123,-0.00647,0.28651,0.04280,0.95710,1739065605
-0.27754,-0.24037,1.45189,-0.52031,-0.64790,0.23001,0.67480,-0.13136,-0.38604,-0.00566,0.29423,0.04229,0.95478,1739065605
-0.27582,-0.25382,1.45171,-0.54111,-0.61759,0.25486,0.67632,-0.13092,-0.38188,-0.00413,0.30367,0.04346,0.95178,1739065605
-0.27364,-0.26940,1.45216,-0.56118,-0.58603,0.28077,0.67814,-0.13069,-0.37655,-0.00261,0.31293,0.04358,0.94877,1739065605
-0.27157,-0.28174,1.45153,-0.58115,-0.55660,0.30462,0.67936,-0.13043,-0.37264,-0.00191,0.32207,0.04371,0.94570,1739065606
-0.26940,-0.29647,1.45174,-0.60099,-0.52829,0.32841,0.68109,-0.13037,-0.36712,-0.00170,0.32991,0.04339,0.94301,1739065606
-0.26765,-0.30744,1.44840,-0.62811,-0.49715,0.35983,0.68242,-0.13046,-0.36334,-0.00081,0.33957,0.04320,0.93959,1739065606
-0.26543,-0.31945,1.44209,-0.66747,-0.46639,0.40391,0.68509,-0.12998,-0.35783,0.00064,0.34816,0.04439,0.93638,1739065606
-0.26336,-0.33067,1.43831,-0.70672,-0.43390,0.44737,0.68606,-0.12984,-0.35389,0.00148,0.35878,0.04426,0.93237,1739065606
-0.26087,-0.33956,1.42877,-0.75026,-0.40411,0.49484,0.68899,-0.12983,-0.34897,0.00163,0.36686,0.04425,0.92922,1739065607
-0.25933,-0.34731,1.42078,-0.80830,-0.37721,0.55672,0.69056,-0.12948,-0.34524,0.00321,0.37601,0.04535,0.92550,1739065607
-0.25716,-0.35755,1.41608,-0.86717,-0.34977,0.62037,0.69148,-0.12918,-0.34095,0.00432,0.38552,0.04509,0.92159,1739065607
-0.25508,-0.36162,1.40581,-0.92145,-0.32617,0.67804,0.69343,-0.12941,-0.33810,0.00426,0.39301,0.04421,0.91846,1739065607
-0.25315,-0.36796,1.39578,-1.00990,-0.30087,0.77084,0.69477,-0.12922,-0.33457,0.00551,0.40298,0.04436,0.91411,1739065607
-0.25127,-0.37222,1.38022,-1.12329,-0.27815,0.88761,0.69738,-0.12921,-0.33046,0.00630,0.41239,0.04507,0.90987,1739065608
-0.24870,-0.37705,1.36439,-1.25616,-0.25495,1.02479,0.69987,-0.12953,-0.32602,0.00640,0.42264,0.04407,0.90520,1739065608
