arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
0.23352,-0.54098,1.08063,-0.34806,-0.50382,0.11619,0.83425,0.23145,0.01118,-0.09469,0.01167,0.20009,0.97512,1739145744
0.23355,-0.54062,1.08025,-0.34799,-0.50390,0.11615,0.83431,0.23149,0.01110,-0.09467,0.01162,0.20009,0.97512,1739145744
0.23387,-0.54256,1.08198,-0.34797,-0.50321,0.11401,0.83395,0.23164,0.01166,-0.09577,0.01161,0.20018,0.97500,1739145745
0.23545,-0.55119,1.08574,-0.34819,-0.48475,0.09443,0.83305,0.23167,0.01351,-0.10719,0.01600,0.19903,0.97398,1739145745
0.23660,-0.55459,1.08416,-0.35116,-0.46756,0.07908,0.83300,0.23182,0.01407,-0.11758,0.02007,0.19846,0.97282,1739145745
0.23789,-0.55938,1.08379,-0.35520,-0.44978,0.05683,0.83266,0.23202,0.01503,-0.13184,0.02357,0.19823,0.97096,1739145745
0.23916,-0.56376,1.08374,-0.35680,-0.43293,0.03835,0.83231,0.23206,0.01568,-0.14311,0.02750,0.19761,0.96939,1739145745
0.24050,-0.56772,1.08307,-0.35768,-0.41610,0.01935,0.83204,0.23211,0.01636,-0.15429,0.03130,0.19692,0.96770,1739145746
0.24147,-0.57214,1.08294,-0.36419,-0.39932,-0.00034,0.83156,0.23215,0.01701,-0.16824,0.03476,0.19728,0.96518,1739145746
0.24255,-0.57650,1.08218,-0.36480,-0.38317,-0.01747,0.83130,0.23196,0.01824,-0.17827,0.03823,0.19650,0.96340,1739145746
0.24397,-0.58027,1.08069,-0.36504,-0.36578,-0.03915,0.83106,0.23194,0.01917,-0.19042,0.04178,0.19586,0.96106,1739145746
0.24561,-0.58309,1.07824,-0.36496,-0.34858,-0.06083,0.83091,0.23213,0.01989,-0.20237,0.04526,0.19535,0.95856,1739145746
0.24729,-0.58628,1.07622,-0.36482,-0.33236,-0.08143,0.83065,0.23238,0.02087,-0.21365,0.04841,0.19499,0.95603,1739145747
0.24857,-0.58976,1.07470,-0.36449,-0.31426,-0.10513,0.83034,0.23211,0.02148,-0.22645,0.05234,0.19445,0.95298,1739145747
0.24997,-0.59272,1.07287,-0.36400,-0.29686,-0.12647,0.83004,0.23199,0.02197,-0.23793,0.05627,0.19406,0.95003,1739145747
0.25167,-0.59590,1.07106,-0.36377,-0.27911,-0.14783,0.82961,0.23208,0.02257,-0.24953,0.06024,0.19390,0.94684,1739145747
0.25333,-0.60004,1.06957,-0.36356,-0.26153,-0.16985,0.82907,0.23212,0.02385,-0.26135,0.06375,0.19378,0.94344,1739145747
0.25534,-0.60219,1.06664,-0.35467,-0.24454,-0.19754,0.82886,0.23221,0.02451,-0.27190,0.06738,0.19289,0.94039,1739145748
0.25749,-0.60457,1.06382,-0.34586,-0.22757,-0.22545,0.82854,0.23244,0.02529,-0.28250,0.07093,0.19228,0.93712,1739145748
0.25943,-0.60616,1.06059,-0.33700,-0.21211,-0.25376,0.82834,0.23266,0.02590,-0.29306,0.07396,0.19188,0.93371,1739145748
0.26179,-0.60822,1.05699,-0.32810,-0.19460,-0.28160,0.82797,0.23312,0.02674,-0.30347,0.07761,0.19171,0.93012,1739145748
0.26398,-0.61013,1.05307,-0.31932,-0.17761,-0.31065,0.82765,0.23354,0.02774,-0.31433,0.08085,0.19173,0.92623,1739145748
0.26597,-0.61167,1.04915,-0.31077,-0.16081,-0.33766,0.82733,0.23386,0.02843,-0.32426,0.08438,0.19186,0.92246,1739145749
0.26870,-0.61315,1.04475,-0.28447,-0.14442,-0.38345,0.82706,0.23442,0.02956,-0.33483,0.08733,0.19128,0.91852,1739145749
