arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
-0.10676,0.30303,1.23038,-0.08758,-1.45408,0.00972,0.59993,-0.04671,-0.52112,0.00360,0.03969,-0.00987,0.99916,1739066275
-0.10679,0.30301,1.23040,-0.08757,-1.45407,0.00969,0.59993,-0.04673,-0.52111,0.00359,0.03969,-0.00989,0.99916,1739066275
-0.10681,0.30301,1.23039,-0.08757,-1.45408,0.00972,0.59994,-0.04675,-0.52111,0.00361,0.03969,-0.00990,0.99916,1739066275
-0.10044,0.25719,1.27081,-0.10013,-1.44962,0.01247,0.60668,-0.04114,-0.50557,0.00410,0.03928,-0.00053,0.99922,1739066276
-0.10038,0.22858,1.29898,-0.10062,-1.42513,0.01462,0.60869,-0.04128,-0.50082,0.00513,0.05130,-0.00041,0.99867,1739066276
-0.10023,0.19744,1.32946,-0.10032,-1.39861,0.01460,0.61052,-0.04152,-0.49547,0.00509,0.06421,-0.00062,0.99792,1739066276
-0.09989,0.16716,1.35946,-0.09978,-1.37265,0.01459,0.61173,-0.04164,-0.49033,0.00509,0.07701,-0.00084,0.99702,1739066276
-0.09968,0.13661,1.38883,-0.09951,-1.34594,0.01453,0.61287,-0.04179,-0.48491,0.00500,0.08973,-0.00099,0.99595,1739066276
-0.09914,0.10588,1.41762,-0.09905,-1.32044,0.01449,0.61398,-0.04178,-0.47893,0.00489,0.10147,-0.00107,0.99483,1739066277
-0.09871,0.07804,1.44066,-0.09888,-1.29202,0.01441,0.61573,-0.04187,-0.47362,0.00460,0.11322,-0.00109,0.99356,1739066277
-0.09788,0.04941,1.46337,-0.09814,-1.26326,0.01439,0.61763,-0.04185,-0.46773,0.00432,0.12456,-0.00120,0.99220,1739066277
-0.09726,0.02012,1.48566,-0.09701,-1.23283,0.01437,0.61953,-0.04205,-0.46158,0.00403,0.13619,-0.00163,0.99067,1739066277
-0.09657,-0.00914,1.50722,-0.09641,-1.20382,0.01436,0.62145,-0.04211,-0.45492,0.00367,0.14676,-0.00177,0.98916,1739066277
-0.09574,-0.03828,1.52666,-0.09566,-1.17457,0.01435,0.62390,-0.04218,-0.44771,0.00323,0.15644,-0.00194,0.98768,1739066278
-0.09500,-0.06350,1.54073,-0.09563,-1.14027,0.01439,0.62639,-0.04222,-0.44230,0.00267,0.16788,-0.00185,0.98580,1739066278
-0.09393,-0.09030,1.55439,-0.09556,-1.10497,0.01439,0.62938,-0.04214,-0.43587,0.00198,0.17882,-0.00166,0.98388,1739066278
-0.09295,-0.11614,1.56680,-0.09542,-1.07025,0.01444,0.63223,-0.04211,-0.42949,0.00131,0.18931,-0.00157,0.98191,1739066278
-0.09196,-0.14129,1.57846,-0.09533,-1.03589,0.01448,0.63484,-0.04207,-0.42319,0.00063,0.19957,-0.00147,0.97988,1739066278
-0.09113,-0.16586,1.58901,-0.09523,-1.00279,0.01455,0.63752,-0.04213,-0.41661,-0.00005,0.20894,-0.00148,0.97793,1739066279
-0.09014,-0.18737,1.59596,-0.09513,-0.96530,0.01469,0.63999,-0.04213,-0.41158,-0.00073,0.22016,-0.00148,0.97546,1739066279
-0.08930,-0.21002,1.60195,-0.09498,-0.92748,0.01502,0.64306,-0.04230,-0.40548,-0.00139,0.23050,-0.00164,0.97307,1739066279
-0.08812,-0.23218,1.60768,-0.09487,-0.88800,0.01754,0.64564,-0.04224,-0.39978,-0.00101,0.24172,-0.00194,0.97034,1739066279
-0.08704,-0.25183,1.61137,-0.09485,-0.85000,0.01830,0.64805,-0.04222,-0.39470,-0.00147,0.25242,-0.00205,0.96761,1739066279
-0.08587,-0.27120,1.61229,-0.09481,-0.80821,0.02148,0.65105,-0.04224,-0.38941,-0.00089,0.26372,-0.00256,0.96460,1739066280
-0.08471,-0.28852,1.61149,-0.09485,-0.76768,0.02479,0.65395,-0.04225,-0.38453,-0.00025,0.27453,-0.00310,0.96157,1739066280
-0.08357,-0.30581,1.61009,-0.09488,-0.72590,0.02530,0.65676,-0.04231,-0.37953,-0.00098,0.28563,-0.00335,0.95833,1739066280
-0.08245,-0.32399,1.60941,-0.09488,-0.68616,0.02872,0.65955,-0.04236,-0.37370,-0.00029,0.29564,-0.00408,0.95529,1739066280
-0.08129,-0.33747,1.60267,-0.09495,-0.64107,0.03345,0.66265,-0.04249,-0.36960,0.00092,0.30750,-0.00512,0.95153,1739066280
-0.08026,-0.35343,1.59522,-0.09512,-0.59262,0.03517,0.66635,-0.04282,-0.36390,0.00056,0.31940,-0.00589,0.94760,1739066281
-0.07899,-0.36539,1.58558,-0.09566,-0.54799,0.04021,0.66987,-0.04288,-0.35930,0.00169,0.33030,-0.00693,0.94385,1739066281
-0.07774,-0.37837,1.57562,-0.09675,-0.50302,0.04398,0.67364,-0.04296,-0.35373,0.00199,0.34069,-0.00769,0.94014,1739066281
-0.07678,-0.39330,1.56803,-0.09892,-0.45746,0.04884,0.67663,-0.04312,-0.34756,0.00247,0.35151,-0.00849,0.93614,1739066281
-0.07568,-0.40078,1.55375,-0.10583,-0.41027,0.05908,0.67977,-0.04289,-0.34401,0.00371,0.36343,-0.00871,0.93157,1739066281
-0.07489,-0.40747,1.53771,-0.11773,-0.36682,0.07068,0.68375,-0.04266,-0.33961,0.00363,0.37317,-0.00786,0.92772,1739066282
-0.07380,-0.41425,1.52049,-0.13040,-0.32026,0.08526,0.68769,-0.04243,-0.33490,0.00421,0.38371,-0.00777,0.92341,1739066282
-0.07270,-0.41982,1.50344,-0.13949,-0.27606,0.09807,0.69128,-0.04252,-0.33049,0.00514,0.39369,-0.00886,0.91919,1739066282
-0.07149,-0.42498,1.48527,-0.15094,-0.22820,0.11175,0.69453,-0.04267,-0.32618,0.00522,0.40496,-0.00997,0.91426,1739066282
-0.07098,-0.42702,1.47953,-0.15675,-0.21435,0.11629,0.69582,-0.04257,-0.32433,0.00440,0.40778,-0.00972,0.91302,1739066282
-0.07101,-0.42720,1.47990,-0.15674,-0.21437,0.11634,0.69571,-0.04258,-0.32435,0.00443,0.40786,-0.00973,0.91298,1739066283
-0.07102,-0.42726,1.47992,-0.15676,-0.21437,0.11639,0.69572,-0.04259,-0.32432,0.00445,0.40784,-0.00974,0.91299,1739066283
-0.07102,-0.42734,1.48004,-0.15674,-0.21437,0.11641,0.69570,-0.04259,-0.32430,0.00447,0.40785,-0.00976,0.91298,1739066283
-0.07103,-0.42744,1.48017,-0.15676,-0.21439,0.11644,0.69567,-0.04259,-0.32428,0.00447,0.40786,-0.00976,0.91298,1739066283
-0.07104,-0.42752,1.48026,-0.15675,-0.21433,0.11645,0.69564,-0.04260,-0.32427,0.00449,0.40789,-0.00977,0.91297,1739066283
-0.07105,-0.42759,1.48042,-0.15675,-0.21434,0.11648,0.69559,-0.04260,-0.32428,0.00450,0.40793,-0.00978,0.91295,1739066284
-0.07105,-0.42766,1.48051,-0.15676,-0.21433,0.11650,0.69557,-0.04260,-0.32426,0.00450,0.40794,-0.00978,0.91295,1739066284
-0.07106,-0.42771,1.48062,-0.15677,-0.21432,0.11653,0.69554,-0.04261,-0.32427,0.00452,0.40797,-0.00979,0.91293,1739066284
-0.07108,-0.42774,1.48075,-0.15677,-0.21431,0.11653,0.69548,-0.04262,-0.32431,0.00453,0.40802,-0.00980,0.91291,1739066284
-0.07107,-0.42779,1.48080,-0.15678,-0.21426,0.11650,0.69547,-0.04261,-0.32430,0.00451,0.40805,-0.00979,0.91290,1739066284
-0.07108,-0.42782,1.48090,-0.15679,-0.21429,0.11653,0.69543,-0.04261,-0.32431,0.00452,0.40807,-0.00979,0.91289,1739066285
-0.07109,-0.42784,1.48096,-0.15678,-0.21427,0.11652,0.69541,-0.04262,-0.32433,0.00452,0.40810,-0.00980,0.91288,1739066285
-0.07111,-0.42787,1.48102,-0.15680,-0.21424,0.11652,0.69539,-0.04263,-0.32433,0.00452,0.40812,-0.00980,0.91286,1739066285
-0.07111,-0.42789,1.48111,-0.15679,-0.21428,0.11653,0.69536,-0.04263,-0.32434,0.00453,0.40813,-0.00980,0.91286,1739066285
-0.07110,-0.42792,1.48118,-0.15680,-0.21425,0.11654,0.69533,-0.04262,-0.32436,0.00453,0.40817,-0.00980,0.91284,1739066285
-0.07110,-0.42794,1.48121,-0.15679,-0.21419,0.11652,0.69532,-0.04262,-0.32436,0.00453,0.40819,-0.00980,0.91283,1739066286
-0.07112,-0.42797,1.48128,-0.15680,-0.21422,0.11650,0.69530,-0.04263,-0.32436,0.00451,0.40820,-0.00980,0.91283,1739066286
