arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
-0.01005,-0.64778,0.64027,-0.01135,-0.04419,0.01593,0.86923,-0.00812,0.28386,0.00216,-0.02586,-0.00471,0.99965,1739072500
-0.01005,-0.64763,0.64011,-0.01136,-0.04426,0.01589,0.86925,-0.00812,0.28384,0.00213,-0.02590,-0.00471,0.99965,1739072500
-0.01005,-0.64743,0.64000,-0.01135,-0.04436,0.01591,0.86930,-0.00812,0.28376,0.00215,-0.02590,-0.00471,0.99965,1739072501
-0.01051,-0.65030,0.64198,-0.11809,-0.03445,0.12272,0.86871,-0.00782,0.28308,0.00220,-0.02127,-0.00318,0.99977,1739072501
-0.01506,-0.65430,0.64592,-0.33343,-0.02472,0.34035,0.86789,-0.01097,0.28207,0.00332,-0.01588,-0.00343,0.99986,1739072501
-0.02049,-0.65420,0.64637,-0.52408,-0.02516,0.53199,0.86789,-0.01480,0.28141,0.00378,-0.01482,-0.00389,0.99988,1739072501
-0.02573,-0.65392,0.64700,-0.68386,-0.03005,0.69227,0.86793,-0.01810,0.28108,0.00398,-0.01512,-0.00331,0.99987,1739072501
-0.03149,-0.65353,0.64736,-0.82325,-0.03774,0.83201,0.86795,-0.02140,0.28099,0.00408,-0.01592,-0.00184,0.99986,1739072502
-0.03753,-0.65298,0.64742,-0.95836,-0.04619,0.96809,0.86796,-0.02467,0.28065,0.00451,-0.01605,0.00021,0.99986,1739072502
-0.04330,-0.65244,0.64730,-1.06428,-0.05283,1.07459,0.86794,-0.02804,0.28007,0.00476,-0.01537,0.00153,0.99987,1739072502
-0.04914,-0.65051,0.64573,-1.12014,-0.06065,1.13040,0.86817,-0.03149,0.27949,0.00468,-0.01558,0.00281,0.99986,1739072502
-0.05497,-0.64928,0.64446,-1.17551,-0.06912,1.18641,0.86821,-0.03476,0.27922,0.00494,-0.01568,0.00450,0.99985,1739072502
-0.06131,-0.64724,0.64235,-1.23641,-0.07788,1.24782,0.86836,-0.03838,0.27851,0.00515,-0.01518,0.00622,0.99985,1739072503
-0.06713,-0.64627,0.64130,-1.29046,-0.08352,1.30214,0.86830,-0.04214,0.27781,0.00527,-0.01398,0.00665,0.99987,1739072503
-0.07357,-0.64527,0.63980,-1.34951,-0.09107,1.36200,0.86816,-0.04606,0.27722,0.00565,-0.01266,0.00772,0.99987,1739072503
-0.07953,-0.64290,0.63720,-1.38767,-0.09923,1.40048,0.86831,-0.04956,0.27634,0.00580,-0.01180,0.00910,0.99987,1739072503
-0.08557,-0.63979,0.63276,-1.41606,-0.10745,1.42972,0.86849,-0.05317,0.27601,0.00614,-0.01170,0.01038,0.99986,1739072503
-0.09159,-0.63652,0.62783,-1.44507,-0.11486,1.45869,0.86866,-0.05692,0.27568,0.00603,-0.01144,0.01126,0.99985,1739072504
-0.09787,-0.63291,0.62202,-1.47552,-0.12254,1.48944,0.86880,-0.06086,0.27548,0.00608,-0.01115,0.01214,0.99985,1739072504
-0.10361,-0.62965,0.61688,-1.50299,-0.13049,1.51841,0.86891,-0.06429,0.27515,0.00674,-0.01065,0.01337,0.99983,1739072504
-0.11000,-0.62580,0.61125,-1.53182,-0.13728,1.54770,0.86907,-0.06854,0.27448,0.00689,-0.00978,0.01367,0.99984,1739072504
-0.11626,-0.62243,0.60555,-1.56089,-0.14427,1.57649,0.86907,-0.07266,0.27417,0.00666,-0.00897,0.01407,0.99984,1739072504
-0.12290,-0.61858,0.59922,-1.59165,-0.15109,1.60785,0.86909,-0.07717,0.27370,0.00688,-0.00791,0.01414,0.99985,1739072505
-0.12869,-0.61334,0.59101,-1.61240,-0.15941,1.63001,0.86937,-0.08069,0.27334,0.00741,-0.00761,0.01536,0.99983,1739072505
-0.13532,-0.60793,0.58180,-1.63527,-0.16716,1.65235,0.86950,-0.08509,0.27328,0.00694,-0.00741,0.01580,0.99982,1739072505
-0.14181,-0.60281,0.57253,-1.65666,-0.17312,1.67401,0.86954,-0.08971,0.27353,0.00683,-0.00742,0.01540,0.99983,1739072505
-0.14827,-0.59666,0.56176,-1.68017,-0.18096,1.69842,0.86968,-0.09400,0.27360,0.00700,-0.00724,0.01585,0.99982,1739072505
-0.15365,-0.59093,0.55204,-1.70004,-0.18803,1.72017,0.86985,-0.09750,0.27348,0.00770,-0.00694,0.01646,0.99981,1739072506
-0.16061,-0.58469,0.54162,-1.72373,-0.19518,1.74241,0.86991,-0.10243,0.27312,0.00674,-0.00625,0.01618,0.99983,1739072506
-0.16697,-0.57980,0.53293,-1.74468,-0.20249,1.76535,0.86977,-0.10678,0.27295,0.00752,-0.00545,0.01626,0.99982,1739072506
-0.17302,-0.57298,0.52064,-1.76913,-0.21026,1.79061,0.86982,-0.11087,0.27300,0.00759,-0.00492,0.01657,0.99982,1739072506
-0.17878,-0.56238,0.50303,-1.79363,-0.21886,1.81643,0.87037,-0.11468,0.27276,0.00777,-0.00487,0.01733,0.99981,1739072506
-0.18561,-0.55115,0.48328,-1.82070,-0.22883,1.84436,0.87068,-0.11923,0.27295,0.00758,-0.00491,0.01804,0.99980,1739072507
-0.19290,-0.54157,0.46619,-1.84726,-0.23639,1.87069,0.87068,-0.12465,0.27305,0.00696,-0.00462,0.01721,0.99982,1739072507
-0.20016,-0.53131,0.44769,-1.87280,-0.24249,1.89684,0.87064,-0.13037,0.27342,0.00667,-0.00485,0.01561,0.99984,1739072507
-0.20723,-0.52025,0.42832,-1.89990,-0.24865,1.92490,0.87066,-0.13600,0.27344,0.00656,-0.00479,0.01395,0.99987,1739072507
-0.21354,-0.51123,0.41135,-1.92358,-0.25594,1.95110,0.87039,-0.14068,0.27387,0.00723,-0.00462,0.01320,0.99988,1739072507
-0.22099,-0.50041,0.39240,-1.95001,-0.26415,1.97994,0.87014,-0.14635,0.27359,0.00787,-0.00389,0.01203,0.99989,1739072508
-0.22133,-0.49970,0.39100,-1.95168,-0.26503,1.98000,0.87012,-0.14653,0.27364,0.00701,-0.00387,0.01218,0.99989,1739072508
-0.22132,-0.49945,0.39025,-1.95200,-0.26505,1.97998,0.87010,-0.14652,0.27384,0.00679,-0.00407,0.01218,0.99989,1739072508
-0.22134,-0.49936,0.38990,-1.95204,-0.26506,1.97997,0.87009,-0.14653,0.27396,0.00673,-0.00419,0.01218,0.99989,1739072508
-0.22143,-0.49930,0.38975,-1.95208,-0.26503,1.97996,0.87008,-0.14661,0.27400,0.00670,-0.00423,0.01212,0.99990,1739072508
-0.22167,-0.49923,0.38963,-1.95216,-0.26503,1.97997,0.87005,-0.14683,0.27400,0.00665,-0.00425,0.01199,0.99990,1739072509
-0.22174,-0.49918,0.38946,-1.95219,-0.26499,1.97997,0.87003,-0.14690,0.27406,0.00663,-0.00431,0.01193,0.99990,1739072509
-0.22174,-0.49915,0.38940,-1.95221,-0.26501,1.97996,0.87003,-0.14690,0.27407,0.00661,-0.00432,0.01194,0.99990,1739072509
-0.22182,-0.49915,0.38933,-1.95222,-0.26497,1.97997,0.87001,-0.14697,0.27411,0.00660,-0.00436,0.01189,0.99990,1739072509
-0.22213,-0.49914,0.38926,-1.95226,-0.26489,1.97996,0.86996,-0.14725,0.27414,0.00657,-0.00440,0.01169,0.99990,1739072509
-0.22218,-0.49912,0.38916,-1.95228,-0.26487,1.97997,0.86995,-0.14731,0.27419,0.00655,-0.00445,0.01165,0.99990,1739072510
-0.22220,-0.49912,0.38909,-1.95232,-0.26485,1.97996,0.86994,-0.14732,0.27423,0.00652,-0.00448,0.01163,0.99990,1739072510
-0.22222,-0.49910,0.38904,-1.95232,-0.26485,1.97996,0.86993,-0.14734,0.27424,0.00652,-0.00449,0.01162,0.99990,1739072510
-0.22224,-0.49912,0.38900,-1.95233,-0.26485,1.97996,0.86992,-0.14735,0.27428,0.00651,-0.00452,0.01162,0.99990,1739072510
-0.22227,-0.49911,0.38895,-1.95232,-0.26482,1.97994,0.86992,-0.14738,0.27430,0.00650,-0.00454,0.01159,0.99990,1739072510
-0.22229,-0.49912,0.38890,-1.95234,-0.26477,1.97996,0.86991,-0.14741,0.27434,0.00649,-0.00458,0.01155,0.99990,1739072511
-0.22239,-0.49909,0.38882,-1.95237,-0.26475,1.97994,0.86989,-0.14750,0.27436,0.00646,-0.00461,0.01149,0.99990,1739072511
-0.22252,-0.49910,0.38874,-1.95238,-0.26466,1.97997,0.86986,-0.14763,0.27442,0.00646,-0.00467,0.01138,0.99990,1739072511
-0.22257,-0.49910,0.38862,-1.95242,-0.26466,1.97994,0.86984,-0.14767,0.27449,0.00641,-0.00472,0.01136,0.99990,1739072511
-0.22258,-0.49910,0.38847,-1.95243,-0.26469,1.97997,0.86982,-0.14767,0.27458,0.00640,-0.00479,0.01136,0.99990,1739072511
-0.22258,-0.49909,0.38839,-1.95247,-0.26469,1.97994,0.86982,-0.14767,0.27461,0.00636,-0.00482,0.01137,0.99990,1739072512
-0.22257,-0.49909,0.38834,-1.95249,-0.26464,1.97994,0.86981,-0.14767,0.27464,0.00634,-0.00485,0.01135,0.99990,1739072512
-0.22259,-0.49909,0.38829,-1.95248,-0.26465,1.97993,0.86980,-0.14768,0.27467,0.00634,-0.00487,0.01134,0.99990,1739072512
-0.22257,-0.49909,0.38825,-1.95250,-0.26464,1.97994,0.86980,-0.14766,0.27470,0.00633,-0.00489,0.01135,0.99990,1739072512
-0.22261,-0.49907,0.38825,-1.95250,-0.26462,1.97996,0.86980,-0.14770,0.27468,0.00634,-0.00489,0.01132,0.99990,1739072512
-0.22258,-0.49907,0.38822,-1.95250,-0.26465,1.97994,0.86980,-0.14768,0.27469,0.00633,-0.00489,0.01134,0.99990,1739072513
-0.22258,-0.49907,0.38819,-1.95250,-0.26465,1.97994,0.86980,-0.14768,0.27471,0.00632,-0.00491,0.01134,0.99990,1739072513
-0.22259,-0.49907,0.38815,-1.95254,-0.26466,1.97994,0.86979,-0.14768,0.27473,0.00630,-0.00492,0.01134,0.99990,1739072513
-0.22258,-0.49906,0.38817,-1.95254,-0.26467,1.97994,0.86980,-0.14767,0.27471,0.00631,-0.00491,0.01135,0.99990,1739072513
-0.22258,-0.49906,0.38815,-1.95253,-0.26464,1.97994,0.86980,-0.14768,0.27472,0.00631,-0.00492,0.01134,0.99990,1739072513
-0.22259,-0.49905,0.38815,-1.95252,-0.26464,1.97996,0.86980,-0.14768,0.27472,0.00633,-0.00492,0.01134,0.99990,1739072514
