arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
-0.04331,0.21376,0.51853,0.61370,0.20030,-0.63627,0.79704,-0.01171,-0.44415,0.01981,0.43158,0.03914,0.90101,1739074259
-0.04334,0.21388,0.51844,0.61369,0.20028,-0.63623,0.79702,-0.01175,-0.44420,0.01983,0.43159,0.03911,0.90100,1739074260
-0.04147,0.05514,0.70752,0.61278,0.18124,-0.63404,0.79530,-0.01230,-0.40337,0.01893,0.43851,0.03437,0.89787,1739074260
-0.03047,-0.35721,1.07155,0.64264,0.04936,-0.64438,0.80857,-0.01837,-0.23005,0.00997,0.36790,0.00001,0.92981,1739074260
-0.01387,-0.94356,1.56642,0.90034,0.00608,-0.92409,0.72448,-0.00868,-0.02244,-0.00843,0.30823,-0.00067,0.95127,1739074260
-0.01188,-1.24703,1.81343,1.05772,-0.04457,-1.07973,0.65197,-0.01490,0.05890,-0.01442,0.26914,-0.02140,0.96276,1739074260
-0.01643,-0.86013,1.57215,1.05543,-0.05844,-1.08009,0.72195,-0.02138,-0.08064,-0.01772,0.33532,-0.02743,0.94154,1739074261
-0.01543,-0.69657,1.44285,1.05678,-0.11261,-1.08071,0.75171,-0.03031,-0.13269,-0.02650,0.33894,-0.04883,0.93917,1739074261
-0.00783,-0.69036,1.43656,1.05599,-0.13999,-1.08125,0.75459,-0.02924,-0.13191,-0.03278,0.33237,-0.05618,0.94091,1739074261
-0.00774,-0.69027,1.43642,1.05600,-0.14016,-1.08125,0.75464,-0.02921,-0.13190,-0.03281,0.33230,-0.05621,0.94092,1739074261
-0.00773,-0.69027,1.43642,1.05599,-0.14023,-1.08124,0.75464,-0.02921,-0.13189,-0.03282,0.33229,-0.05623,0.94093,1739074261
-0.00774,-0.69026,1.43639,1.05600,-0.14021,-1.08123,0.75465,-0.02921,-0.13188,-0.03281,0.33228,-0.05623,0.94093,1739074262
-0.00774,-0.69025,1.43638,1.05600,-0.14024,-1.08123,0.75465,-0.02922,-0.13188,-0.03282,0.33227,-0.05624,0.94093,1739074262
-0.00773,-0.69025,1.43639,1.05598,-0.14022,-1.08124,0.75465,-0.02921,-0.13189,-0.03283,0.33228,-0.05622,0.94093,1739074262
-0.00774,-0.69024,1.43635,1.05599,-0.14023,-1.08126,0.75466,-0.02921,-0.13188,-0.03283,0.33227,-0.05623,0.94094,1739074262
-0.00772,-0.69024,1.43633,1.05601,-0.14024,-1.08123,0.75467,-0.02921,-0.13187,-0.03281,0.33225,-0.05624,0.94094,1739074262
-0.00772,-0.69023,1.43635,1.05599,-0.14025,-1.08126,0.75466,-0.02921,-0.13188,-0.03284,0.33226,-0.05623,0.94094,1739074263
-0.00773,-0.69022,1.43634,1.05599,-0.14023,-1.08125,0.75466,-0.02921,-0.13189,-0.03283,0.33227,-0.05623,0.94093,1739074263
-0.00772,-0.69022,1.43633,1.05600,-0.14023,-1.08123,0.75466,-0.02920,-0.13189,-0.03282,0.33227,-0.05623,0.94093,1739074263
-0.00772,-0.69021,1.43634,1.05600,-0.14021,-1.08123,0.75466,-0.02920,-0.13190,-0.03281,0.33228,-0.05622,0.94093,1739074263
-0.00773,-0.69020,1.43632,1.05599,-0.14023,-1.08125,0.75466,-0.02921,-0.13190,-0.03283,0.33227,-0.05623,0.94093,1739074263
-0.00772,-0.69019,1.43632,1.05598,-0.14026,-1.08125,0.75467,-0.02921,-0.13189,-0.03284,0.33226,-0.05624,0.94094,1739074264
-0.00774,-0.69020,1.43631,1.05598,-0.14024,-1.08124,0.75467,-0.02922,-0.13189,-0.03283,0.33226,-0.05624,0.94094,1739074264
-0.00772,-0.69019,1.43631,1.05601,-0.14023,-1.08123,0.75467,-0.02920,-0.13189,-0.03281,0.33227,-0.05624,0.94094,1739074264
-0.00773,-0.69019,1.43630,1.05601,-0.14023,-1.08127,0.75467,-0.02921,-0.13189,-0.03283,0.33227,-0.05623,0.94093,1739074264
-0.00772,-0.69018,1.43630,1.05599,-0.14023,-1.08124,0.75467,-0.02920,-0.13190,-0.03283,0.33227,-0.05623,0.94093,1739074264
-0.00772,-0.69019,1.43629,1.05599,-0.14023,-1.08124,0.75467,-0.02920,-0.13189,-0.03283,0.33226,-0.05623,0.94094,1739074265
-0.00773,-0.69018,1.43628,1.05598,-0.14024,-1.08123,0.75468,-0.02921,-0.13189,-0.03283,0.33226,-0.05624,0.94094,1739074265
-0.00772,-0.69019,1.43629,1.05598,-0.14023,-1.08121,0.75467,-0.02920,-0.13189,-0.03282,0.33226,-0.05623,0.94094,1739074265
-0.00773,-0.69019,1.43629,1.05600,-0.14024,-1.08125,0.75467,-0.02921,-0.13189,-0.03283,0.33226,-0.05624,0.94094,1739074265
-0.00772,-0.69016,1.43629,1.05600,-0.14024,-1.08123,0.75467,-0.02921,-0.13191,-0.03282,0.33227,-0.05624,0.94093,1739074265
-0.00772,-0.69018,1.43629,1.05598,-0.14024,-1.08124,0.75467,-0.02920,-0.13189,-0.03283,0.33226,-0.05623,0.94094,1739074266
-0.00773,-0.69016,1.43632,1.05601,-0.14024,-1.08125,0.75466,-0.02921,-0.13192,-0.03282,0.33228,-0.05624,0.94093,1739074266
-0.00772,-0.69018,1.43628,1.05599,-0.14024,-1.08123,0.75468,-0.02921,-0.13189,-0.03282,0.33226,-0.05624,0.94094,1739074266
-0.00772,-0.69018,1.43629,1.05602,-0.14025,-1.08125,0.75467,-0.02920,-0.13189,-0.03282,0.33226,-0.05624,0.94094,1739074266
-0.00772,-0.69016,1.43628,1.05600,-0.14026,-1.08124,0.75468,-0.02920,-0.13190,-0.03283,0.33226,-0.05624,0.94094,1739074266
-0.00771,-0.69016,1.43627,1.05599,-0.14025,-1.08119,0.75468,-0.02920,-0.13190,-0.03281,0.33226,-0.05624,0.94094,1739074267
-0.00772,-0.69015,1.43629,1.05599,-0.14027,-1.08121,0.75467,-0.02921,-0.13191,-0.03282,0.33227,-0.05625,0.94093,1739074267
-0.00773,-0.69015,1.43627,1.05599,-0.14025,-1.08125,0.75468,-0.02921,-0.13190,-0.03283,0.33226,-0.05624,0.94094,1739074267
-0.00772,-0.69016,1.43628,1.05598,-0.14025,-1.08123,0.75467,-0.02920,-0.13191,-0.03283,0.33227,-0.05623,0.94093,1739074267
-0.00772,-0.69016,1.43627,1.05602,-0.14026,-1.08125,0.75468,-0.02920,-0.13190,-0.03282,0.33226,-0.05624,0.94094,1739074267
-0.00772,-0.69014,1.43625,1.05599,-0.14024,-1.08127,0.75468,-0.02920,-0.13190,-0.03284,0.33226,-0.05623,0.94094,1739074268
-0.00771,-0.69015,1.43627,1.05598,-0.14024,-1.08124,0.75468,-0.02919,-0.13191,-0.03283,0.33227,-0.05622,0.94094,1739074268
-0.00771,-0.69014,1.43626,1.05599,-0.14027,-1.08124,0.75468,-0.02920,-0.13190,-0.03283,0.33226,-0.05624,0.94094,1739074268
