arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
0.30567,-0.61542,0.98006,1.56896,-0.08781,-2.46185,0.82596,0.24051,0.04437,-0.45405,0.11415,0.17318,0.86650,1739145898
0.30567,-0.61540,0.98006,1.56895,-0.08782,-2.46182,0.82596,0.24051,0.04436,-0.45405,0.11416,0.17317,0.86650,1739145898
0.30567,-0.61540,0.98009,1.56895,-0.08780,-2.46168,0.82595,0.24052,0.04434,-0.45398,0.11418,0.17318,0.86653,1739145898
0.29952,-0.61372,0.99227,1.35826,-0.08784,-2.22039,0.82684,0.23572,0.03906,-0.44024,0.11573,0.16877,0.87425,1739145898
0.29752,-0.61338,1.00020,1.20244,-0.08623,-2.04865,0.82674,0.23504,0.03636,-0.43259,0.11456,0.16864,0.87824,1739145899
0.29578,-0.61248,1.00584,1.01044,-0.08474,-1.83665,0.82687,0.23533,0.03478,-0.42262,0.11166,0.16929,0.88333,1739145899
0.29347,-0.61180,1.00918,0.82281,-0.07670,-1.62841,0.82668,0.23643,0.03344,-0.41159,0.10974,0.17363,0.88792,1739145899
0.29154,-0.61075,1.01319,0.63224,-0.07653,-1.41737,0.82664,0.23698,0.03188,-0.40103,0.10795,0.17588,0.89252,1739145899
0.28965,-0.60963,1.01587,0.43922,-0.07659,-1.20387,0.82657,0.23790,0.03067,-0.39022,0.10628,0.17906,0.89687,1739145899
0.28816,-0.60813,1.01810,0.32132,-0.08133,-1.06830,0.82676,0.23807,0.02948,-0.38128,0.10513,0.17991,0.90067,1739145900
0.28668,-0.60683,1.02172,0.21098,-0.08934,-0.94072,0.82685,0.23824,0.02809,-0.37243,0.10342,0.18067,0.90441,1739145900
0.28545,-0.60523,1.02486,0.12141,-0.09896,-0.83358,0.82700,0.23860,0.02686,-0.36339,0.10135,0.18131,0.90819,1739145900
0.28427,-0.60397,1.02829,0.04955,-0.11063,-0.74432,0.82716,0.23896,0.02601,-0.35435,0.09865,0.18170,0.91197,1739145900
0.28283,-0.60140,1.03025,-0.01238,-0.12152,-0.66360,0.82752,0.23925,0.02468,-0.34458,0.09656,0.18235,0.91580,1739145900
0.28179,-0.59888,1.03213,-0.06270,-0.13352,-0.59285,0.82782,0.23986,0.02358,-0.33401,0.09419,0.18296,0.91983,1739145901
0.28046,-0.59712,1.03472,-0.10780,-0.14729,-0.52817,0.82809,0.24031,0.02299,-0.32360,0.09103,0.18361,0.92373,1739145901
0.27940,-0.59392,1.03620,-0.14494,-0.16011,-0.47110,0.82841,0.24099,0.02159,-0.31308,0.08863,0.18455,0.92740,1739145901
0.27820,-0.59131,1.03851,-0.17171,-0.17599,-0.42433,0.82878,0.24147,0.02079,-0.30238,0.08503,0.18496,0.93120,1739145901
0.27719,-0.58821,1.04022,-0.19997,-0.19122,-0.37538,0.82906,0.24231,0.01974,-0.29121,0.08177,0.18607,0.93482,1739145901
0.27624,-0.58542,1.04104,-0.22410,-0.20278,-0.33125,0.82929,0.24301,0.01880,-0.28055,0.07975,0.18724,0.93802,1739145902
0.27593,-0.58191,1.04156,-0.23267,-0.21778,-0.30025,0.82972,0.24395,0.01813,-0.26878,0.07647,0.18735,0.94171,1739145902
0.27540,-0.57925,1.04305,-0.24202,-0.23076,-0.27029,0.82990,0.24461,0.01726,-0.25793,0.07412,0.18773,0.94485,1739145902
0.27503,-0.57529,1.04402,-0.25279,-0.24775,-0.23943,0.83020,0.24575,0.01629,-0.24691,0.07014,0.18867,0.94790,1739145902
0.27418,-0.57222,1.04526,-0.26409,-0.26364,-0.20759,0.83046,0.24648,0.01570,-0.23562,0.06655,0.18961,0.95084,1739145902
0.27421,-0.56806,1.04520,-0.26804,-0.27724,-0.18299,0.83076,0.24757,0.01459,-0.22464,0.06387,0.19016,0.95357,1739145903
0.27417,-0.56408,1.04530,-0.26832,-0.29284,-0.15965,0.83113,0.24853,0.01396,-0.21239,0.06043,0.19026,0.95658,1739145903
0.27409,-0.56022,1.04495,-0.26902,-0.30620,-0.13806,0.83149,0.24936,0.01327,-0.20130,0.05761,0.19045,0.95911,1739145903
0.27406,-0.55621,1.04453,-0.27026,-0.31984,-0.11700,0.83182,0.25026,0.01255,-0.19063,0.05461,0.19087,0.96138,1739145903
0.27388,-0.55261,1.04411,-0.27662,-0.33302,-0.09438,0.83203,0.25130,0.01203,-0.18147,0.05141,0.19215,0.96307,1739145903
0.27389,-0.54789,1.04353,-0.27687,-0.34759,-0.07323,0.83235,0.25224,0.01097,-0.17017,0.04836,0.19268,0.96518,1739145904
0.27397,-0.54360,1.04323,-0.27696,-0.36366,-0.05413,0.83260,0.25329,0.01041,-0.15962,0.04431,0.19342,0.96703,1739145904
0.27407,-0.53951,1.04250,-0.27702,-0.37896,-0.03160,0.83286,0.25433,0.01014,-0.14740,0.04069,0.19408,0.96899,1739145904
0.27432,-0.53480,1.04044,-0.27705,-0.39019,-0.01241,0.83324,0.25531,0.00935,-0.13713,0.03837,0.19468,0.97048,1739145904
0.27441,-0.52950,1.03921,-0.27704,-0.40759,0.00442,0.83355,0.25642,0.00871,-0.12741,0.03357,0.19577,0.97176,1739145904
0.27492,-0.52528,1.03825,-0.27707,-0.42302,0.03040,0.83364,0.25778,0.00850,-0.11340,0.03022,0.19685,0.97338,1739145905
0.27513,-0.52084,1.03685,-0.27707,-0.43658,0.04983,0.83384,0.25878,0.00799,-0.10271,0.02706,0.19782,0.97447,1739145905
0.27524,-0.51563,1.03512,-0.27709,-0.45150,0.07003,0.83410,0.25977,0.00727,-0.09151,0.02356,0.19892,0.97545,1739145905
0.27554,-0.51321,1.03437,-0.27706,-0.45954,0.08080,0.83413,0.26048,0.00711,-0.08551,0.02157,0.19966,0.97589,1739145905
0.27564,-0.51312,1.03428,-0.27706,-0.45949,0.08088,0.83412,0.26056,0.00708,-0.08548,0.02160,0.19970,0.97588,1739145905
0.27567,-0.51311,1.03431,-0.27706,-0.45949,0.08092,0.83411,0.26059,0.00705,-0.08546,0.02162,0.19972,0.97588,1739145906
0.27571,-0.51309,1.03433,-0.27705,-0.45951,0.08096,0.83409,0.26062,0.00703,-0.08543,0.02163,0.19974,0.97588,1739145906
0.27574,-0.51309,1.03437,-0.27705,-0.45950,0.08102,0.83408,0.26065,0.00699,-0.08541,0.02167,0.19976,0.97588,1739145906
0.27575,-0.51307,1.03440,-0.27703,-0.45952,0.08106,0.83407,0.26066,0.00697,-0.08538,0.02168,0.19976,0.97588,1739145906
0.27576,-0.51309,1.03441,-0.27703,-0.45952,0.08104,0.83407,0.26066,0.00698,-0.08538,0.02168,0.19976,0.97588,1739145906
0.27575,-0.51309,1.03441,-0.27703,-0.45950,0.08110,0.83407,0.26066,0.00697,-0.08536,0.02169,0.19976,0.97588,1739145907
0.27578,-0.51309,1.03441,-0.27705,-0.45951,0.08109,0.83406,0.26068,0.00698,-0.08538,0.02169,0.19977,0.97587,1739145907
0.27578,-0.51308,1.03441,-0.27702,-0.45953,0.08111,0.83406,0.26068,0.00697,-0.08535,0.02169,0.19977,0.97588,1739145907
0.27580,-0.51307,1.03441,-0.27702,-0.45952,0.08113,0.83406,0.26069,0.00697,-0.08534,0.02169,0.19978,0.97588,1739145907
0.27580,-0.51308,1.03440,-0.27704,-0.45950,0.08119,0.83406,0.26069,0.00697,-0.08532,0.02170,0.19978,0.97588,1739145907
0.27581,-0.51307,1.03439,-0.27701,-0.45952,0.08118,0.83406,0.26070,0.00697,-0.08531,0.02169,0.19978,0.97588,1739145908
0.27581,-0.51304,1.03438,-0.27703,-0.45951,0.08121,0.83406,0.26070,0.00695,-0.08530,0.02171,0.19978,0.97588,1739145908
0.27581,-0.51305,1.03437,-0.27702,-0.45950,0.08128,0.83406,0.26071,0.00697,-0.08527,0.02171,0.19978,0.97588,1739145908
0.27583,-0.51303,1.03437,-0.27700,-0.45950,0.08131,0.83406,0.26072,0.00694,-0.08525,0.02173,0.19979,0.97588,1739145908
0.27583,-0.51303,1.03436,-0.27701,-0.45950,0.08132,0.83406,0.26072,0.00695,-0.08524,0.02172,0.19979,0.97588,1739145908
0.27584,-0.51302,1.03433,-0.27702,-0.45951,0.08135,0.83406,0.26073,0.00696,-0.08523,0.02171,0.19979,0.97588,1739145909
0.27583,-0.51300,1.03433,-0.27700,-0.45951,0.08140,0.83407,0.26072,0.00695,-0.08520,0.02172,0.19978,0.97589,1739145909
0.27585,-0.51297,1.03433,-0.27702,-0.45951,0.08137,0.83406,0.26074,0.00693,-0.08522,0.02173,0.19980,0.97588,1739145909
0.27584,-0.51298,1.03429,-0.27700,-0.45950,0.08138,0.83407,0.26073,0.00695,-0.08521,0.02171,0.19979,0.97589,1739145909
0.27584,-0.51296,1.03427,-0.27698,-0.45951,0.08141,0.83407,0.26073,0.00695,-0.08518,0.02171,0.19979,0.97589,1739145909
0.27585,-0.51295,1.03425,-0.27700,-0.45950,0.08142,0.83407,0.26074,0.00695,-0.08519,0.02171,0.19979,0.97589,1739145910
0.27584,-0.51294,1.03425,-0.27699,-0.45952,0.08148,0.83407,0.26074,0.00694,-0.08516,0.02171,0.19979,0.97589,1739145910
0.27585,-0.51292,1.03423,-0.27699,-0.45951,0.08151,0.83407,0.26074,0.00694,-0.08514,0.02172,0.19979,0.97589,1739145910
0.27586,-0.51292,1.03421,-0.27699,-0.45951,0.08151,0.83408,0.26075,0.00694,-0.08514,0.02172,0.19979,0.97589,1739145910
0.27586,-0.51291,1.03420,-0.27700,-0.45950,0.08150,0.83408,0.26076,0.00694,-0.08515,0.02171,0.19980,0.97589,1739145910
0.27586,-0.51289,1.03419,-0.27701,-0.45953,0.08155,0.83408,0.26075,0.00694,-0.08513,0.02171,0.19980,0.97589,1739145911
0.27587,-0.51289,1.03417,-0.27699,-0.45951,0.08156,0.83408,0.26076,0.00694,-0.08512,0.02172,0.19980,0.97589,1739145911
0.27586,-0.51289,1.03417,-0.27697,-0.45950,0.08157,0.83408,0.26076,0.00694,-0.08510,0.02172,0.19979,0.97589,1739145911
