arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,Act EE x,Act EE y,Act EE z,Act EE x_or,Act EE y_or,Act EE z_or,Act EE_w_or,Timestamp
-0.15059,0.29936,0.86766,0.05017,-0.75464,-1.67907,0.71513,-0.11859,-0.52348,-0.70527,0.20562,0.08826,0.67270,1739069488
-0.15060,0.29934,0.86766,0.05016,-0.75466,-1.67907,0.71515,-0.11860,-0.52346,-0.70528,0.20560,0.08824,0.67270,1739069488
-0.15046,0.29858,0.86816,0.05012,-0.75473,-1.67905,0.71535,-0.11852,-0.52310,-0.70533,0.20544,0.08818,0.67271,1739069488
-0.14311,0.27491,0.88572,0.04669,-0.74218,-1.67464,0.72013,-0.11328,-0.51519,-0.70460,0.20402,0.09364,0.67316,1739069488
-0.14290,0.25991,0.90109,0.04692,-0.73082,-1.67615,0.72043,-0.11312,-0.51246,-0.70382,0.20764,0.09815,0.67222,1739069489
-0.14288,0.24392,0.91594,0.04770,-0.71527,-1.68035,0.72098,-0.11318,-0.50951,-0.70346,0.21216,0.10373,0.67035,1739069489
-0.14272,0.22932,0.92893,0.05471,-0.69809,-1.68552,0.72121,-0.11386,-0.50709,-0.70183,0.21863,0.10816,0.66928,1739069489
-0.14250,0.21300,0.94437,0.05625,-0.68350,-1.68717,0.72152,-0.11381,-0.50389,-0.70045,0.22313,0.11310,0.66843,1739069489
-0.14198,0.19710,0.95928,0.06027,-0.66989,-1.69209,0.72179,-0.11384,-0.50059,-0.69970,0.22766,0.11742,0.66694,1739069489
-0.14144,0.18118,0.97275,0.06534,-0.65336,-1.69777,0.72229,-0.11397,-0.49717,-0.69871,0.23280,0.12213,0.66535,1739069490
-0.14126,0.16627,0.98569,0.06666,-0.63975,-1.69803,0.72274,-0.11391,-0.49374,-0.69703,0.23659,0.12623,0.66501,1739069490
-0.14082,0.15151,0.99739,0.07023,-0.62569,-1.70653,0.72350,-0.11396,-0.48997,-0.69761,0.24013,0.13057,0.66229,1739069490
-0.14015,0.13745,1.00756,0.07754,-0.60870,-1.71300,0.72413,-0.11419,-0.48659,-0.69630,0.24531,0.13456,0.66098,1739069490
-0.13979,0.12285,1.01811,0.08327,-0.59235,-1.71660,0.72484,-0.11444,-0.48282,-0.69443,0.25004,0.13828,0.66040,1739069490
-0.13935,0.10980,1.02707,0.08784,-0.57667,-1.72193,0.72551,-0.11448,-0.47942,-0.69346,0.25405,0.14232,0.65902,1739069491
-0.13882,0.09882,1.03279,0.09463,-0.55960,-1.72969,0.72637,-0.11467,-0.47646,-0.69266,0.25842,0.14626,0.65731,1739069491
-0.13802,0.08535,1.04050,0.10171,-0.54303,-1.73999,0.72753,-0.11469,-0.47234,-0.69271,0.26220,0.15023,0.65486,1739069491
-0.13783,0.07335,1.04709,0.10756,-0.52817,-1.74677,0.72857,-0.11502,-0.46855,-0.69199,0.26568,0.15339,0.65348,1739069491
-0.13739,0.06079,1.05312,0.11449,-0.50963,-1.75062,0.72964,-0.11516,-0.46472,-0.68961,0.27020,0.15701,0.65328,1739069491
-0.13682,0.04747,1.06007,0.12315,-0.49237,-1.76375,0.73071,-0.11535,-0.46043,-0.68994,0.27397,0.16112,0.65035,1739069492
-0.13657,0.03584,1.06523,0.13162,-0.47431,-1.76953,0.73159,-0.11565,-0.45680,-0.68770,0.27849,0.16453,0.64995,1739069492
-0.13609,0.02255,1.07157,0.13945,-0.45249,-1.77671,0.73225,-0.11554,-0.45296,-0.68552,0.28343,0.16971,0.64879,1739069492
-0.13566,0.01247,1.07454,0.15078,-0.43260,-1.79355,0.73302,-0.11577,-0.44980,-0.68576,0.28770,0.17468,0.64533,1739069492
-0.13493,0.00206,1.07797,0.16491,-0.41244,-1.80535,0.73361,-0.11585,-0.44662,-0.68348,0.29292,0.17864,0.64431,1739069492
-0.13450,-0.00996,1.08234,0.17720,-0.39104,-1.82094,0.73430,-0.11590,-0.44276,-0.68266,0.29738,0.18388,0.64166,1739069493
-0.13390,-0.02001,1.08551,0.19307,-0.36906,-1.83605,0.73447,-0.11587,-0.43994,-0.68040,0.30282,0.18893,0.64005,1739069493
-0.13327,-0.02793,1.08468,0.21364,-0.34792,-1.85753,0.73543,-0.11613,-0.43696,-0.67911,0.30769,0.19307,0.63786,1739069493
-0.13267,-0.03714,1.08397,0.23612,-0.32455,-1.87917,0.73656,-0.11629,-0.43335,-0.67693,0.31283,0.19752,0.63630,1739069493
-0.13212,-0.04493,1.08313,0.25961,-0.30592,-1.90409,0.73765,-0.11655,-0.43001,-0.67602,0.31687,0.20101,0.63418,1739069493
-0.13171,-0.05153,1.08019,0.28433,-0.28172,-1.92895,0.73843,-0.11648,-0.42747,-0.67365,0.32178,0.20642,0.63249,1739069494
-0.13113,-0.05792,1.07772,0.31166,-0.26156,-1.95701,0.73935,-0.11642,-0.42468,-0.67205,0.32581,0.21068,0.63072,1739069494
-0.13066,-0.06474,1.07531,0.34750,-0.24005,-1.99333,0.74011,-0.11649,-0.42178,-0.67014,0.33044,0.21525,0.62880,1739069494
